Date,Open,High,Low,Close,Volume,TurnoverRate
1992-04-13,22.0,26.55,22.0,24.3,319.0,
1992-04-14,24.5,25.0,23.65,24.85,2105.0,
1992-04-15,25.0,25.8,22.0,22.9,1255.0,
1992-04-16,23.1,24.2,23.0,23.95,1850.0,
1992-04-17,24.1,24.5,23.0,23.9,1560.0,
1992-04-20,23.5,24.3,23.3,23.35,550.0,
1992-04-21,23.5,23.5,22.6,23.25,1090.0,
1992-04-22,23.1,24.5,22.1,24.5,1845.0,
1992-04-23,24.6,24.85,24.0,24.85,1450.0,
1992-04-24,25.0,25.7,24.3,25.6,2940.0,
1992-04-27,25.65,25.65,24.5,24.8,910.0,
1992-04-28,24.5,24.8,24.3,24.55,1275.0,
1992-04-29,24.0,24.6,24.0,24.6,6100.0,
1992-04-30,24.75,25.05,24.7,24.9,1670.0,
1992-05-03,24.9,25.8,24.8,25.1,1415.0,
1992-05-04,25.1,25.1,24.3,24.75,655.0,
1992-05-05,24.7,26.0,24.6,25.1,3260.0,
1992-05-06,25.25,27.0,24.8,26.0,4360.0,
1992-05-07,26.0,26.45,24.75,24.8,1780.0,
1992-05-08,24.8,26.15,24.8,25.0,1730.0,
1992-05-11,25.0,25.5,23.6,25.5,1215.0,
1992-05-12,25.5,26.8,25.5,25.8,1187.0,
1992-05-13,25.95,27.0,25.95,26.92,3580.0,
1992-05-14,26.9,27.0,26.0,26.6,1350.0,
1992-05-15,26.6,28.0,25.9,27.9,1275.0,
1992-05-18,28.0,29.0,27.5,28.3,1350.0,
1992-05-19,28.5,29.4,28.5,29.15,2400.0,
1992-05-20,29.0,30.45,29.0,29.6,1930.0,
1992-05-21,29.69,29.8,28.5,29.8,1240.0,
1992-05-22,29.8,30.25,29.5,30.15,1360.0,
1992-05-25,30.15,31.9,30.15,31.55,3080.0,
1992-05-26,31.8,35.0,31.8,35.0,1035.0,
1992-05-27,35.0,38.7,35.0,37.4,1675.0,
1992-05-28,37.5,37.5,35.85,36.65,2555.0,
1992-05-29,36.5,36.5,35.0,35.0,3475.0,
1992-06-01,35.5,37.15,35.5,36.35,2025.0,
1992-06-02,36.35,36.35,35.0,36.0,1410.0,
1992-06-03,36.15,36.15,33.65,33.9,850.0,
1992-06-04,32.5,34.8,31.5,34.6,1810.0,
1992-06-05,34.55,36.0,34.0,34.25,1520.0,
1992-06-08,32.7,33.9,32.7,33.2,885.0,
1992-06-09,31.55,33.0,30.5,30.5,605.0,
1992-06-10,30.35,32.05,30.0,31.6,1095.0,
1992-06-11,31.75,31.75,30.7,31.0,480.0,
1992-06-12,31.0,31.0,29.8,30.8,1130.0,
1992-06-15,30.8,30.8,29.8,29.9,785.0,
1992-06-16,30.05,30.1,28.0,28.0,1745.0,
1992-06-17,28.0,29.0,26.8,29.0,1115.0,
1992-06-18,29.15,30.5,28.5,28.5,1715.0,
1992-06-19,28.5,29.2,27.0,28.5,930.0,
1992-06-22,28.35,28.35,27.05,27.5,1230.0,
1992-06-23,27.0,28.5,26.7,28.2,680.0,
1992-06-24,28.05,28.05,26.95,27.6,885.0,
1992-06-25,27.6,28.8,27.6,28.0,700.0,
1992-06-26,28.3,30.0,28.3,30.0,830.0,
1992-06-29,30.15,32.7,30.15,32.5,1525.0,
1992-06-30,32.65,35.0,32.6,34.0,1450.0,
1992-07-01,34.15,34.5,32.45,33.0,4625.0,
1992-07-02,32.0,32.6,32.0,32.55,1840.0,
1992-07-03,32.6,33.1,32.0,33.1,1620.0,
1992-07-06,33.0,33.8,31.8,32.2,1935.0,
1992-07-07,31.8,33.4,31.45,32.5,635.0,
1992-07-08,32.5,33.6,32.3,32.5,790.0,
1992-07-09,32.5,32.6,31.7,31.7,1330.0,
1992-07-10,31.6,32.0,31.2,31.8,1415.0,
1992-07-13,31.8,32.35,31.8,32.3,1005.0,
1992-07-14,32.45,33.5,32.45,32.55,770.0,
1992-07-15,32.8,33.1,32.6,32.8,650.0,
1992-07-16,32.95,33.5,32.95,33.5,1030.0,
1992-07-17,33.5,34.6,33.5,34.6,1700.0,
1992-07-20,34.9,36.0,34.9,36.0,3545.0,
1992-07-21,36.0,36.3,35.25,35.8,1335.0,
1992-07-22,35.15,35.6,34.8,35.5,795.0,
1992-07-23,35.5,36.3,35.35,35.9,1730.0,
1992-07-24,36.2,36.5,35.7,36.3,1365.0,
1992-07-27,36.3,37.5,36.25,37.1,845.0,
1992-07-28,37.15,37.15,35.75,36.25,705.0,
1992-07-29,36.1,36.3,35.95,36.15,670.0,
1992-07-30,36.15,36.65,35.8,36.0,875.0,
1992-07-31,36.0,36.5,35.8,35.8,1080.0,
1992-08-03,35.0,35.2,34.0,34.0,410.0,
1992-08-04,33.0,34.6,33.0,34.15,830.0,
1992-08-05,34.1,35.15,34.1,34.7,445.0,
1992-08-06,34.85,35.0,34.35,34.4,330.0,
1992-08-07,34.25,35.5,34.25,35.4,485.0,
1992-08-10,36.45,36.45,35.95,36.0,760.0,
1992-08-11,34.0,34.05,34.0,34.0,105.0,
1992-08-12,33.9,34.6,33.1,33.7,1680.0,
1992-08-13,33.55,33.55,32.5,32.9,1140.0,
1992-08-14,32.9,33.95,32.9,33.6,1105.0,
1992-08-17,35.05,35.05,34.3,34.35,1390.0,
1992-08-18,34.4,35.0,33.9,34.0,535.0,
1992-08-19,34.6,34.6,34.2,34.3,295.0,
1992-08-20,34.3,34.3,33.35,33.9,670.0,
1992-08-21,34.0,34.0,33.2,33.2,490.0,
1992-08-24,33.05,33.2,32.7,32.7,370.0,
1992-08-25,32.75,32.75,31.6,31.7,265.0,
1992-08-26,31.3,32.1,31.05,32.0,1110.0,
1992-08-27,32.0,32.5,32.0,32.5,670.0,
1992-08-28,32.5,32.7,32.0,32.6,310.0,
1992-08-31,32.0,32.0,31.2,31.5,210.0,
1992-09-01,31.3,31.5,30.8,30.8,195.0,
1992-09-02,30.8,30.8,29.7,30.05,475.0,
1992-09-03,30.5,30.8,30.3,30.3,520.0,
1992-09-04,30.05,30.05,28.75,28.75,915.0,
1992-09-07,28.9,28.9,27.5,27.5,590.0,
1992-09-08,27.3,28.6,27.0,28.6,1125.0,
1992-09-09,29.0,31.25,29.0,31.25,940.0,
1992-09-10,31.5,32.5,31.5,32.0,1935.0,
1992-09-11,32.15,32.2,31.0,32.2,1705.0,
1992-09-14,33.0,33.5,32.2,32.2,930.0,
1992-09-15,31.5,32.0,31.5,31.5,585.0,
1992-09-16,31.0,31.55,30.8,31.2,565.0,
1992-09-17,31.05,32.75,31.05,32.05,375.0,
1992-09-18,32.0,32.0,31.5,31.6,335.0,
1992-09-21,31.5,31.5,30.8,31.2,470.0,
1992-09-22,31.2,31.2,30.8,31.1,365.0,
1992-09-23,31.2,32.0,31.2,32.0,455.0,
1992-09-24,32.0,33.0,32.0,32.9,740.0,
1992-09-25,33.15,33.5,32.55,32.6,1015.0,
1992-09-28,32.5,32.6,32.5,32.5,260.0,
1992-09-29,32.1,32.5,32.1,32.5,540.0,
1992-09-30,32.65,32.65,32.15,32.4,390.0,
1992-10-04,32.2,32.3,32.1,32.2,255.0,
1992-10-05,32.2,32.3,32.0,32.0,180.0,
1992-10-06,32.0,32.0,31.4,31.5,215.0,
1992-10-07,31.7,31.7,31.2,31.5,165.0,
1992-10-08,31.8,31.8,31.5,31.5,60.0,
1992-10-09,31.5,31.85,31.5,31.75,365.0,
1992-10-12,32.25,32.25,31.9,31.9,355.0,
1992-10-13,31.9,31.9,31.5,31.5,220.0,
1992-10-14,31.2,31.4,31.2,31.35,305.0,
1992-10-15,31.1,31.5,30.8,31.5,230.0,
1992-10-16,31.5,31.5,31.0,31.0,345.0,
1992-10-19,31.15,31.5,30.5,30.5,405.0,
1992-10-20,31.15,31.15,30.05,30.25,405.0,
1992-10-21,30.25,30.25,28.8,29.0,265.0,
1992-10-22,29.0,29.0,27.8,28.6,620.0,
1992-10-23,28.35,28.35,26.9,26.9,595.0,
1992-10-26,26.7,26.7,22.8,23.5,1425.0,
1992-10-27,23.5,24.0,22.2,22.7,2130.0,
1992-10-28,22.55,22.8,22.2,22.7,1145.0,
1992-10-29,22.7,23.1,22.0,23.0,2285.0,
1992-10-30,23.2,24.0,23.2,24.0,2545.0,
1992-11-02,24.0,24.3,23.0,23.0,2320.0,
1992-11-03,22.85,23.5,22.6,23.5,930.0,
1992-11-04,23.5,24.0,23.3,23.5,775.0,
1992-11-05,23.5,23.55,23.25,23.4,1330.0,
1992-11-06,23.55,23.55,23.0,23.1,1180.0,
1992-11-09,18.7,19.0,18.65,18.65,550.0,
1992-11-10,18.5,18.8,17.9,17.9,240.0,
1992-11-11,17.6,17.6,16.8,17.0,590.0,
1992-11-12,17.15,17.5,15.8,16.0,1030.0,
1992-11-13,16.0,16.0,14.3,14.65,1535.0,
1992-11-16,14.6,14.6,12.6,12.8,1830.0,
1992-11-17,12.6,13.3,12.0,12.8,2330.0,
1992-11-18,12.8,14.4,12.8,13.8,3370.0,
1992-11-19,13.95,14.3,13.5,14.0,2695.0,
1992-11-20,14.0,14.2,13.35,13.35,2455.0,
1992-11-23,13.2,13.2,11.8,12.25,1695.0,
1992-11-24,12.1,13.0,12.1,13.0,1080.0,
1992-11-25,13.0,13.55,12.5,13.5,2470.0,
1992-11-26,13.5,16.2,13.5,16.2,3425.0,
1992-11-27,16.05,16.2,15.1,15.75,3955.0,
1992-11-30,16.5,18.8,16.5,18.6,3805.0,
1992-12-01,18.75,19.3,17.6,19.3,5005.0,
1992-12-02,19.45,20.15,18.5,18.9,5810.0,
1992-12-03,18.8,19.3,18.2,18.3,3750.0,
1992-12-04,18.3,19.5,18.0,19.45,4430.0,
1992-12-07,19.45,21.8,19.45,21.8,5040.0,
1992-12-08,18.95,18.95,17.95,17.95,5105.0,
1992-12-09,21.35,21.35,19.8,20.4,3830.0,
1992-12-10,20.4,20.4,19.3,19.85,3835.0,
1992-12-11,19.8,21.5,19.8,20.15,3435.0,
1992-12-14,20.3,20.3,19.5,19.6,2555.0,
1992-12-15,16.9,17.3,16.55,16.8,1915.0,
1992-12-16,18.85,19.8,18.6,19.7,1775.0,
1992-12-17,19.95,19.95,19.0,19.3,1120.0,
1992-12-18,19.15,19.7,19.0,19.7,1710.0,
1992-12-21,19.6,19.6,18.8,19.35,2545.0,
1992-12-22,19.2,19.25,18.3,18.5,3370.0,
1992-12-23,18.35,18.4,17.95,18.35,2800.0,
1992-12-24,18.25,18.7,18.0,18.7,2300.0,
1992-12-25,18.9,19.0,18.55,18.75,1450.0,
1992-12-28,18.9,19.0,18.6,18.7,755.0,
1992-12-29,18.7,18.75,18.5,18.6,1665.0,
1992-12-30,18.6,19.3,18.6,19.2,3555.0,
1992-12-31,19.3,20.15,19.3,19.4,2905.0,
1993-01-03,20.8,22.1,20.8,22.0,972.0,
1993-01-04,20.1,21.0,20.0,20.15,6230.0,
1993-01-05,20.0,20.85,20.0,20.0,2065.0,
1993-01-06,20.45,20.5,20.1,20.45,1615.0,
1993-01-07,20.45,20.75,20.45,20.65,1640.0,
1993-01-08,20.65,21.3,20.65,21.1,5360.0,
1993-01-11,21.25,25.5,21.25,24.8,23230.0,
1993-01-12,24.8,26.0,24.3,24.5,6620.0,
1993-01-13,24.65,25.3,23.95,24.8,3500.0,
1993-01-14,24.8,24.8,23.8,23.95,1895.0,
1993-01-15,23.95,24.45,23.3,24.45,3695.0,
1993-01-18,24.5,24.5,23.9,24.35,3720.0,
1993-01-19,24.35,24.5,24.0,24.0,3130.0,
1993-02-01,24.5,26.4,24.5,26.4,3745.0,
1993-02-02,26.5,28.5,26.5,28.5,4110.0,
1993-02-03,28.5,29.05,28.0,28.6,5580.0,
1993-02-04,28.45,30.2,28.35,30.0,6180.0,
1993-02-05,30.15,30.45,29.4,29.8,3910.0,
1993-02-08,29.8,31.5,29.8,29.85,6275.0,
1993-02-09,30.0,30.5,28.2,29.0,6310.0,
1993-02-10,29.0,29.65,29.0,29.6,8875.0,
1993-02-11,29.75,30.4,28.75,29.0,2105.0,
1993-02-12,29.0,29.0,26.8,28.2,5595.0,
1993-02-15,28.35,29.25,28.25,28.5,2970.0,
1993-02-16,28.65,29.0,27.8,28.2,1995.0,
1993-02-17,28.2,29.5,28.0,29.0,5455.0,
1993-02-18,29.15,31.65,29.15,31.0,11905.0,
1993-02-19,31.0,33.0,31.0,33.0,11780.0,
1993-02-22,33.15,34.0,31.5,31.5,6550.0,
1993-02-23,32.0,32.0,30.6,30.7,5740.0,
1993-02-24,30.7,31.0,28.8,29.2,5660.0,
1993-02-25,29.05,30.4,28.4,29.9,5850.0,
